filename,target,category
c4fc44495d95.wav,1,rooster
450a99196774.wav,24,coughing
f94024bd4f59.wav,44,engine
17fa5d8df2c9.wav,33,door_wood_creaks
6612100f4c9d.wav,7,insects
e50f69dbb412.wav,22,clapping
d729bc8f2b39.wav,47,airplane
5931fd49f322.wav,14,chirping_birds
cc3162975490.wav,10,rain
4e0d62e19b40.wav,17,pouring_water
23133c271ed7.wav,27,brushing_teeth
5a084cbf96c7.wav,18,toilet_flush
7fdac24791a1.wav,24,coughing
da3eb75e6d7c.wav,26,laughing
341a503d2ec4.wav,2,pig
315450f4f7ab.wav,49,hand_saw
03123ac0184e.wav,43,car_horn
ffd66df27996.wav,30,door_wood_knock
4356ba85e32d.wav,0,dog
fc1b3717427b.wav,44,engine
7d0bfadaf296.wav,0,dog
eabc68e7b881.wav,17,pouring_water
37a3ca9f97f8.wav,18,toilet_flush
c1a43fe487b5.wav,42,siren
18eb8362f3af.wav,6,hen
e93e17695b5f.wav,34,can_opening
453ceb3a4c63.wav,22,clapping
33a8fb714d34.wav,30,door_wood_knock
c1a13f94d7fe.wav,2,pig
fed9d9d76cf1.wav,30,door_wood_knock
c7fd119ba6d8.wav,27,brushing_teeth
18cc5a5108ef.wav,16,wind
aacfbc8b7654.wav,6,hen
5f1ddaa73f66.wav,11,sea_waves
609e10963cbe.wav,17,pouring_water
91c06209e7fb.wav,20,crying_baby
9d4bb0cfead4.wav,22,clapping
6ac739d690c5.wav,25,footsteps
32e6e7852576.wav,37,clock_alarm
55ad7cc348ea.wav,14,chirping_birds
e6e24ff94b14.wav,11,sea_waves
a94ba705bec2.wav,12,crackling_fire
8e62d3ef46a2.wav,4,frog
041dcc4f9006.wav,38,clock_tick
bed8e0fd6a87.wav,17,pouring_water
83a3219e0d6d.wav,42,siren
2c373f0c40aa.wav,0,dog
2556075a1665.wav,25,footsteps
3bbb8c230c40.wav,12,crackling_fire
d29bbf3a6c13.wav,1,rooster
1e2d0390704c.wav,11,sea_waves
98d36ce4f266.wav,6,hen
a51e744a082e.wav,33,door_wood_creaks
d71a91d137f0.wav,8,sheep
ef5a00a0e3c2.wav,21,sneezing
d017c8ecb640.wav,42,siren
f1ea3f13e857.wav,32,keyboard_typing
4ce10788d025.wav,12,crackling_fire
01430e9dce24.wav,38,clock_tick
d19fa35a79e0.wav,32,keyboard_typing
43ea856ff8f9.wav,4,frog
3b187132a1bf.wav,36,vacuum_cleaner
220a5f87891f.wav,9,crow
413d1a783588.wav,46,church_bells
8782ef66c9b0.wav,4,frog
c02653addb37.wav,45,train
933c731a571b.wav,9,crow
17a2473e9ce5.wav,9,crow
39084cc8210a.wav,29,drinking_sipping
5e9f902339d8.wav,41,chainsaw
043616c1fc83.wav,34,can_opening
6f0674bd554d.wav,19,thunderstorm
86a28d943134.wav,0,dog
4e48816fffec.wav,11,sea_waves
57320e87639d.wav,46,church_bells
e572a7a1548d.wav,15,water_drops
119c469e87b6.wav,3,cow
516f3a0a40d5.wav,39,glass_breaking
dc454924a326.wav,27,brushing_teeth
724d3bf78e0a.wav,21,sneezing
fd5b758e47d5.wav,43,car_horn
d36f94fe5f4d.wav,6,hen
069ed7fc2739.wav,8,sheep
dde468463801.wav,16,wind
8c0ca1ec143f.wav,30,door_wood_knock
7dc2ca2f89d2.wav,41,chainsaw
80ab3cd9c422.wav,47,airplane
90a922c2ba23.wav,18,toilet_flush
bf3985f40da6.wav,48,fireworks
95b919d6c7a7.wav,25,footsteps
02de5a6fc6f1.wav,36,vacuum_cleaner
5f6db03077cc.wav,23,breathing
4d0897e22424.wav,18,toilet_flush
b423a56d778f.wav,33,door_wood_creaks
0bf114c825bd.wav,31,mouse_click
d1ce58ff1ab8.wav,37,clock_alarm
c4f85f23c2f3.wav,40,helicopter
696cdf9bfee4.wav,22,clapping
f882ea7d96bd.wav,3,cow
7e173c83681a.wav,26,laughing
92c36878c5f0.wav,12,crackling_fire
244a4003e8f3.wav,0,dog
acf23b421096.wav,46,church_bells
98942921ad47.wav,6,hen
79cbbf6b4057.wav,44,engine
b2e0d15ee545.wav,39,glass_breaking
6bea2e21221b.wav,15,water_drops
dc24f8b0a2c1.wav,37,clock_alarm
d934500ce6c3.wav,10,rain
da1f0e61cc82.wav,24,coughing
dd3b5740f18b.wav,11,sea_waves
ae1f04fb53ba.wav,11,sea_waves
f856ff86e143.wav,29,drinking_sipping
e6d7a93e43ab.wav,8,sheep
c064096c2956.wav,49,hand_saw
f9e974bb5e89.wav,49,hand_saw
d699e16f28bd.wav,3,cow
6883d056fb98.wav,33,door_wood_creaks
3cc959e610c0.wav,16,wind
2afda532735c.wav,1,rooster
8b818ee4a7c4.wav,28,snoring
45d793cc38d1.wav,44,engine
e860b2dbf6dc.wav,12,crackling_fire
4fa043fa5b7c.wav,8,sheep
7a99426ca0b0.wav,17,pouring_water
61ab2976b7f2.wav,6,hen
48d6c5cdd33f.wav,11,sea_waves
4004c9a881cb.wav,6,hen
a57c892edad5.wav,15,water_drops
39e42d4fb57a.wav,29,drinking_sipping
de80c35803a5.wav,26,laughing
7da766800977.wav,48,fireworks
729b5b8554aa.wav,37,clock_alarm
84a08cd64ce3.wav,48,fireworks
bb91a336a14a.wav,29,drinking_sipping
89adc51bafcb.wav,2,pig
47150306c80e.wav,8,sheep
28d88e27f718.wav,41,chainsaw
9f8461821ab9.wav,25,footsteps
ae81f7508a32.wav,35,washing_machine
8d7826fa92b1.wav,39,glass_breaking
c199b9b5fe1c.wav,25,footsteps
b8dd1ee095c2.wav,35,washing_machine
1d84e3caa633.wav,29,drinking_sipping
76b9d351be07.wav,29,drinking_sipping
9784c39269bc.wav,19,thunderstorm
5e4ff299748d.wav,1,rooster
ec5c3db79b7b.wav,25,footsteps
5595824dad3d.wav,0,dog
8de49f083395.wav,47,airplane
e8d33fda5346.wav,1,rooster
20790ab1d3af.wav,20,crying_baby
1ffe9d4e65de.wav,29,drinking_sipping
272527d908b5.wav,16,wind
bc6f6de5cf2c.wav,36,vacuum_cleaner
72c4eda89976.wav,15,water_drops
ea696bd35ef9.wav,48,fireworks
bca3cc860cb9.wav,26,laughing
4950e619b751.wav,35,washing_machine
884867c390ef.wav,48,fireworks
38326f606ef5.wav,18,toilet_flush
17ef6c7d3a90.wav,22,clapping
849442d5bdb7.wav,43,car_horn
c9348a00f2d8.wav,10,rain
6bdf8bc41ef1.wav,17,pouring_water
69746d202af4.wav,42,siren
a185049d0f7e.wav,35,washing_machine
3214effbf413.wav,42,siren
b0ab63bff559.wav,30,door_wood_knock
446724cf8513.wav,12,crackling_fire
f35015bb1414.wav,10,rain
707dd2a206c0.wav,18,toilet_flush
64bf338a2bc1.wav,15,water_drops
3b2a825b7d39.wav,43,car_horn
0aea0285b350.wav,42,siren
dd99392d5aaf.wav,16,wind
b32ad2cede1b.wav,32,keyboard_typing
19189ce3e99a.wav,0,dog
cf36a1243dbc.wav,6,hen
c842c367cfb7.wav,48,fireworks
73e5b2da0763.wav,2,pig
2b3d2bd3d8da.wav,5,cat
23bf88f84cd3.wav,5,cat
0a03d3819b51.wav,0,dog
8dd6acfe6ea8.wav,5,cat
c75d5c2ca2da.wav,28,snoring
9dfb0886911b.wav,38,clock_tick
3a1f3c2ea377.wav,11,sea_waves
5294b3496a0a.wav,10,rain
83048b356fe9.wav,9,crow
58a3a3dc24a4.wav,47,airplane
09252e5e02e2.wav,14,chirping_birds
4250d602b45c.wav,25,footsteps
cf0671ec0ac7.wav,49,hand_saw
03be6307bc7e.wav,28,snoring
d073490db6b6.wav,32,keyboard_typing
5d91c8be9a0a.wav,28,snoring
cb6a279af5f0.wav,35,washing_machine
5fab4c0a3955.wav,18,toilet_flush
8bf993f205c7.wav,33,door_wood_creaks
a5a1ea70e3e5.wav,28,snoring
173bdf2d00c6.wav,15,water_drops
79d79c345fe5.wav,38,clock_tick
19094acba58d.wav,6,hen
14166369c185.wav,5,cat
0f37d86a4c8b.wav,8,sheep
ccd98c03d4a6.wav,34,can_opening
4b96fbd844b9.wav,43,car_horn
1502304c90e1.wav,11,sea_waves
0e5be90c79ba.wav,10,rain
fab78a934e21.wav,3,cow
69137f824e5b.wav,1,rooster
c2d5d2522a24.wav,21,sneezing
2b41cc44d5c6.wav,10,rain
39becaaed7eb.wav,31,mouse_click
c82b4660c437.wav,0,dog
6d9e9d0540eb.wav,15,water_drops
4a1ac7118334.wav,6,hen
c196218d7ee7.wav,38,clock_tick
a483b3c07306.wav,31,mouse_click
d25894230a11.wav,39,glass_breaking
4981690c5bb5.wav,17,pouring_water
a206631b88dd.wav,6,hen
6605d66edd26.wav,44,engine
f6442d9c97c0.wav,1,rooster
78c4851e23ba.wav,41,chainsaw
ca55ec72a23a.wav,36,vacuum_cleaner
e7774e31306f.wav,24,coughing
775ee808673d.wav,28,snoring
2ac30a0030ff.wav,25,footsteps
97bf3276b4dd.wav,23,breathing
61a95c04805f.wav,31,mouse_click
820dc66b21a3.wav,16,wind
98d844105966.wav,25,footsteps
98f2302dbc0c.wav,23,breathing
a501560372b1.wav,27,brushing_teeth
90560d0a2477.wav,43,car_horn
3e99f297bcc4.wav,27,brushing_teeth
ec08ed2caa21.wav,6,hen
a589a49caa80.wav,31,mouse_click
6b9ceec7a9a9.wav,26,laughing
12d9925161ba.wav,1,rooster
6ea7965994f0.wav,2,pig
9c4c051bbf6b.wav,26,laughing
365996805a92.wav,16,wind
757e7c225dea.wav,21,sneezing
2f48ffb24135.wav,15,water_drops
928247ff64c5.wav,2,pig
1d7cf61eadc5.wav,0,dog
c5c017984e07.wav,49,hand_saw
2660911603fa.wav,38,clock_tick
7e9ad611dbb6.wav,14,chirping_birds
7f6b8c925d26.wav,20,crying_baby
fabdaba0e799.wav,21,sneezing
2ae402a392ae.wav,2,pig
59a087c88057.wav,22,clapping
b285ed66b624.wav,27,brushing_teeth
3f8d76028cf3.wav,21,sneezing
70cee423f151.wav,9,crow
e9ff23689b86.wav,4,frog
781e13a0980c.wav,25,footsteps
4b565bcb9550.wav,29,drinking_sipping
5b2eb8895648.wav,10,rain
2ccf781331c8.wav,4,frog
a610e4ace41e.wav,47,airplane
136d334b4e28.wav,9,crow
2510a98cd57e.wav,18,toilet_flush
e472090de3e3.wav,48,fireworks
580671b0cba6.wav,12,crackling_fire
f9ee74c44c01.wav,26,laughing
ad06298e4da3.wav,38,clock_tick
9d8d1d9123f3.wav,19,thunderstorm
8be2c6730dcb.wav,44,engine
84ec05ca9163.wav,40,helicopter
2d9f0c2c6ad0.wav,19,thunderstorm
abfc263c4925.wav,45,train
c4f705db2ec4.wav,39,glass_breaking
a584c195b477.wav,31,mouse_click
c218df25ed84.wav,20,crying_baby
35dd8b183bd1.wav,4,frog
30a9c9196f03.wav,11,sea_waves
cbe5fdf689e2.wav,11,sea_waves
0c68ba7e13e4.wav,37,clock_alarm
e9e4efef37f1.wav,20,crying_baby
50bf13f79df4.wav,7,insects
ff119da508bf.wav,30,door_wood_knock
a2b0c80815ec.wav,17,pouring_water
17c2b7cf9dec.wav,11,sea_waves
938c3b844e2f.wav,19,thunderstorm
067325a98a51.wav,3,cow
13c295cb753c.wav,38,clock_tick
3c2235ac8e94.wav,38,clock_tick
35dcc65e1eaf.wav,7,insects
48f3102e2765.wav,36,vacuum_cleaner
5265f432f7cf.wav,31,mouse_click
06c294fcc34e.wav,46,church_bells
b47b877b7151.wav,17,pouring_water
707f3aaa33f4.wav,2,pig
ce383d271b2a.wav,25,footsteps
efd5c40b044f.wav,5,cat
e9d862216bc9.wav,1,rooster
ade8f1adccce.wav,34,can_opening
55c8e603c2a3.wav,3,cow
5cc4ef52ff0a.wav,11,sea_waves
f2292e4fac18.wav,23,breathing
e83d7eb9b077.wav,1,rooster
96ba01c34768.wav,3,cow
03ed7fdb36a3.wav,7,insects
ddcdfac4de0a.wav,8,sheep
2602b5a0e061.wav,49,hand_saw
8253c60cdcff.wav,8,sheep
3526a2561a15.wav,4,frog
0da65a96edf3.wav,41,chainsaw
d6fa0f2d0bd3.wav,7,insects
556b7f7d3683.wav,8,sheep
9feea4497eee.wav,26,laughing
075badd4de47.wav,42,siren
fc9412a49c9e.wav,14,chirping_birds
c8547fbc14fa.wav,22,clapping
ddf730c981a7.wav,31,mouse_click
831e915efcf0.wav,28,snoring
1a8eb267b417.wav,38,clock_tick
5f6419e2be07.wav,39,glass_breaking
a08173263818.wav,19,thunderstorm
bd96b7199655.wav,31,mouse_click
c2c56886008d.wav,21,sneezing
1319afd35088.wav,0,dog
02d2606cfe3f.wav,45,train
bacba4405edc.wav,6,hen
d9edd0782cd4.wav,13,crickets
be6e29bd39ac.wav,13,crickets
1590e2aa1147.wav,0,dog
3e72bf1c0933.wav,21,sneezing
ba3a809d68d2.wav,34,can_opening
efa181cb604c.wav,7,insects
a7954206b6ec.wav,21,sneezing
e85a96a087f3.wav,24,coughing
a771653212a0.wav,38,clock_tick
fa4e62810139.wav,41,chainsaw
43a646887e0b.wav,9,crow
63f3090ba1fd.wav,7,insects
ce4e3b5aa44f.wav,41,chainsaw
aa22556a51ed.wav,9,crow
6d4a736cacdc.wav,4,frog
1717abcfdf48.wav,25,footsteps
5128e74a3c46.wav,15,water_drops
ad3625391794.wav,36,vacuum_cleaner
4b30ad326d4e.wav,5,cat
da933811006e.wav,14,chirping_birds
fb91e7ca3b1a.wav,46,church_bells
6afc8a36cbe7.wav,21,sneezing
ca5a847e8279.wav,27,brushing_teeth
db3400740ba5.wav,32,keyboard_typing
1b488e2da108.wav,39,glass_breaking
1fee7384bbb4.wav,1,rooster
945921aa89e5.wav,1,rooster
80c3a833f1c6.wav,6,hen
0f7ad4724792.wav,20,crying_baby
be522ea0c0fc.wav,28,snoring
f9337abb1dfa.wav,7,insects
247a74c449fb.wav,32,keyboard_typing
eee3080efb3b.wav,34,can_opening
2a9ab204748d.wav,44,engine
f50ff32f1b26.wav,38,clock_tick
10ffff19dc80.wav,31,mouse_click
658645837d2d.wav,19,thunderstorm
35305031cc96.wav,27,brushing_teeth
aee01e12ef60.wav,7,insects
938b1fe0e304.wav,17,pouring_water
81f49f2a447c.wav,19,thunderstorm
f45edec32298.wav,20,crying_baby
cd7e5810c292.wav,45,train
57bbccd0da48.wav,33,door_wood_creaks
978441b2dbc8.wav,37,clock_alarm
014cf9ae99b6.wav,21,sneezing
a1c8acf3a57d.wav,9,crow
667c93e732b8.wav,6,hen
8d5bd75118ce.wav,16,wind
b88f4ae0428d.wav,49,hand_saw
42629eb78c3f.wav,17,pouring_water
dfc977675b03.wav,45,train
818b1a5cc20a.wav,19,thunderstorm
2e7bce4def93.wav,30,door_wood_knock
13fd27807b87.wav,33,door_wood_creaks
2a998ab39a92.wav,0,dog
2d37e71d3e40.wav,11,sea_waves
ca7159715544.wav,19,thunderstorm
17aa1fbb74b9.wav,25,footsteps
31ff8fc11560.wav,8,sheep
0b76bd5a8fa5.wav,18,toilet_flush
5b1cd84e8e02.wav,28,snoring
6309c6c288a0.wav,44,engine
78894faeb540.wav,14,chirping_birds
383371b6ce5f.wav,22,clapping
d790894bd800.wav,9,crow
dfd3bde915de.wav,5,cat
e2e6a309d16d.wav,35,washing_machine
04cf61fa57a5.wav,33,door_wood_creaks
e40e4a9d1cfd.wav,27,brushing_teeth
414069fae49d.wav,37,clock_alarm
c471c7a1039f.wav,34,can_opening
ce65fc087701.wav,0,dog
f4c93d6769f1.wav,46,church_bells
45331c8d1b2f.wav,46,church_bells
1b2eee6c7c7f.wav,32,keyboard_typing
cd75ff3c077d.wav,32,keyboard_typing
9244199a70a5.wav,21,sneezing
772363940d19.wav,21,sneezing
7b0abea89e62.wav,9,crow
0668be82d790.wav,35,washing_machine
eb3f369eac4c.wav,32,keyboard_typing
02b41d37bb9e.wav,37,clock_alarm
92e9ffb3a8db.wav,23,breathing
06e98eb61cf3.wav,3,cow
1f5cb6d65273.wav,6,hen
b4ea67714151.wav,48,fireworks
f86e7ea5953e.wav,30,door_wood_knock
f91063bced67.wav,26,laughing
ac4c81354eaa.wav,24,coughing
b97a3f968eab.wav,24,coughing
5acf4ee54e3e.wav,20,crying_baby
aa340a094b00.wav,14,chirping_birds
7d915350aa87.wav,1,rooster
1bef532ca8e4.wav,12,crackling_fire
9b4576177dc6.wav,38,clock_tick
2b2ef8200319.wav,49,hand_saw
fe393731456f.wav,9,crow
440108a92332.wav,13,crickets
e366dfc0382d.wav,38,clock_tick
4d63bc22607f.wav,26,laughing
dc9a15b81398.wav,42,siren
7ad5892fc4cd.wav,37,clock_alarm
0e939ecd7a12.wav,16,wind
b541ed011e63.wav,11,sea_waves
ee43f077405b.wav,32,keyboard_typing
b28102c4c71f.wav,7,insects
4c1e3d191303.wav,47,airplane
2ddcc1340f59.wav,31,mouse_click
cfd9203f5020.wav,48,fireworks
d8d4ab463352.wav,31,mouse_click
f8a5ba487116.wav,44,engine
f202b1302800.wav,24,coughing
00b9419b9a60.wav,40,helicopter
337cb801c28c.wav,2,pig
a34dda55cf54.wav,44,engine
f97e2d117f2c.wav,32,keyboard_typing
79167e497069.wav,10,rain
f1ea23205b5b.wav,31,mouse_click
89f8d2cea49a.wav,43,car_horn
f308ef8f0e79.wav,25,footsteps
5588014e0027.wav,9,crow
16e363f2629d.wav,9,crow
7962a053f573.wav,10,rain
8e28bc74bf7e.wav,7,insects
fd4604ca72ec.wav,14,chirping_birds
d9baceb1759f.wav,47,airplane
c6c8c6217573.wav,48,fireworks
c992a67927b0.wav,13,crickets
e57c07940440.wav,3,cow
366e16506b94.wav,9,crow
431a47ccc6a2.wav,25,footsteps
853599e6e1b6.wav,5,cat
c66ab4d88915.wav,48,fireworks
4bd24bd3accf.wav,23,breathing
9ee0bfd70778.wav,37,clock_alarm
23470a170c50.wav,44,engine
701df65da01a.wav,25,footsteps
be90c0ea9b5b.wav,46,church_bells
58f6a5e18fda.wav,13,crickets
317a24ca1108.wav,49,hand_saw
f27a1cf41316.wav,8,sheep
